user_id	country	age	gender	playcount	registered_unixtime
1070155	SE	38	m	113220	1084878916
1070291	SE	26	m	75414	1084900967
1070642	UK	39	m	90378	1084956628
1070693	UK	-1	m	51798	1084966698
1070696	NO	-1	m	120063	1084966966
1070820	US	29	m	187121	1084987700
1071129	US	37	n	69142	1085015177
1071395	FR	28	m	81813	1085061781
1071422	PL	28	m	42123	1085064860
1071628	US	24	m	125353	1085091609
1072283	NL	-1	m	93075	1085235098
1072317	CC	-1	n	10877	1085239888
1072752	DK	48	m	12507	1085334748
1072954	US	29	m	133449	1085367461
1073342	IT	25	m	58648	1085438272
1073613	US	24	m	118509	1085503458
1073624	NL	-1	m	44392	1085504585
1073957	NL	27	m	19811	1085568833
1073993	NO	33	n	108520	1085575646
1074381	JP	-1	m	258068	1085629188
1074564	DE	27	m	5547	1085674718
1076924	UK	26	m	13061	1086539099
1077321	UK	24	m	22991	1086595756
2003209	BE	33	m	31114	1090883160
2003374	DE	29	m	120442	1090922311
2004140	US	23	f	141014	1091041133
2004527	CA	36	m	42998	1091151449
2004595	US	24	m	93458	1091176636
2004651	AU	37	m	36482	1091181302
2004785	UK	31	m	71641	1091199361
2005054	PL	32	m	101336	1091227959
2005162	JP	29	f	42936	1091244338
2005786	AT	24	m	34538	1091346684
2006017	NL	43	m	205455	1091380676
2006479	RS	26	m	145931	1091442007
2006714	UK	32	m	43366	1091455266
2007044	UK	24	m	104959	1091467621
2008052	US	37	f	100445	1091544360
2008126	US	29		24497	1091550628
2008475	US	28	m	221935	1091585786
2008921	MX	-1	m	22133	1091632300
2009825	CA	-1	n	53502	1091724204
2010358	DE	27	m	66704	1091795273
2010648	IS	34	m	52997	1091823559
2010767	US	28	m	103985	1091836102
2011049	CH	26	m	48960	1091875053
2011676	US	31	f	20210	1091968617
2012408	BG	30	m	81970	1092064048
2013259	PT	26	m	13156	1092176359
2013264	UK	38	m	626	1092177254
2013894	CA	26	m	98695	1092265835
2014225	UK	10	n	455549	1092322957
2014258	US	35	m	64536	1092326406
2014566	US	25	m	140664	1092356599
2014660	AU	35	m	33977	1092369924
2015890	US	36	m	39154	1092539638
2015923	US	25	m	217805	1092544971
2016172	UK	-1	m	106292	1092588065
2016185	IE	31	m	87932	1092589348
2016281	SE	25	m	78916	1092603050
2016788	SE	26	m	106598	1092668378
2017046	SE	29	m	103390	1092688877
2017104	NL	28	m	43326	1092694991
2017143	UK	25	f	55187	1092699169
2017294	US	28	m	62165	1092719790
2017845	US	35	m	4394	1092803760
2018202	ST	27	m	39226	1092850433
2019896	UK	32	m	51719	1093383506
2019942	US	25	m	110364	1093387544
2020050	IE	26	m	114731	1093397210
2020221	SE	-1	m	67391	1093438503
2020550	SE	-1	m	1990	1093484187
2020596	US	24	m	32925	1093495418
2020751	US	-1	m	9133	1093532034
2020795	US	-1	m	31813	1093539800
2021135	US	29	m	51265	1093562270
2021446	US	27	m	4161	1093584961
2021453	PL	29	m	130213	1093585675
2023686	US	-1	m	894047	1093749288
2023857	BG	27	m	163067	1093765984
2023864	AU	31	m	142138	1093767306
2024012	SE	31	m	60359	1093784389
2024417	AR	33	m	39705	1093812096
2025068	HU	-1	n	135411	1093865891
2025911	US	-1	m	14551	1093921489
2025998	AU	26	m	65706	1093932004
2026407	NL	52	m	37119	1093970486
2026540	DE	36	m	4985	1093979437
2026899	US	25	f	19767	1094004432
2027291	JP	45	m	73581	1094052844
2027295	US	-1	f	57431	1094053192
2028545	UK	27	n	21219	1094159703
2028764	US	27		19484	1094173991
2029026	DE	-1	m	38793	1094201393
2029044	AU	-1	m	55092	1094204263
2029164	FI	24	f	8063	1094217556
2030280	US	21	f	30659	1094321845
2030411	UK	35	m	45803	1094332150
2030480	BG	27	m	41152	1094336694
2030825	UK	30	m	27473	1094382169
2031036	SE	28	m	110010	1094405233
2031270	UK	27	m	33569	1094425302
2031667	US	23	f	87898	1094457404
2031796	US	23	m	61090	1094471584
2031865	UK	31	m	126362	1094477209
2032143	US	30	n	8792	1094495947
2032776	US	27	m	49460	1094542188
2033121	DE	37	m	3781	1094570930
2034316	JP	-1	m	69035	1094652310
2034573	US	28	f	15855	1094667286
2035661	BR	41	m	54151	1094757704
2035866	SE	29	m	270142	1094768894
2036485	UK	47	m	928	1094825786
2036945	US	40	n	26439	1094855668
2037575	DE	34	m	78017	1094916011
2038898	SE	30	n	59199	1095017301
2039625	US	32	m	51994	1095083004
2040102	NI	29	m	21372	1095113407
2041547	US	31	m	56062	1095224875
2041825	NO	36	m	20328	1095258738
2042158	CA	34	m	100106	1095280838
2042934	NL	31	m	30136	1095351552
2043453	US	31	m	63331	1095383215
2043627	DE	-1	n	1578	1095399111
2043966	KY	-1	n	38421	1095434228
2044850	US	-1		87982	1095806756
2046671	CA	27	m	57690	1096031523
2047475	NL	25	m	36504	1096111858
2047831	SE	33	f	131249	1096145247
2048049	CA	36	m	45325	1096163819
2048518	US	40	m	36799	1096219723
2048782	US	28	m	95393	1096234635
2048827	NO	24	m	34965	1096237551
2048948	UK	32	m	68760	1096246689
2049386	AU	-1	f	37202	1096293950
2049551	FI	30	m	186850	1096305437
2051167	PL	25	m	54042	1096473097
2051181	SE	32	m	48027	1096474025
2051372	US	33	n	58325	1096487482
2051420	NL	29	m	5975	1096490486
2052015	NO	24	m	206221	1096568101
2052248	US	30	m	24062	1096586052
2052756	CA	30	m	62941	1096648256
2052795	CA	23	m	48004	1096651672
2052851	AT	34	m	9870	1096655549
2052993	FI	-1	n	18074	1096664868
2053196	AU	20	f	120706	1096689558
2053829	US	99	m	228476	1096756946
2054622	CA	35	m	55395	1096846073
2056364	US	27	f	58037	1097012898
2056895	UK	-1	n	9845	1097087224
2057047	US	24	m	47003	1097103351
2057169	US	-1	m	30229	1097113568
2057811	US	-1	m	16544	1097202987
2058161	UK	45	f	191334	1097246303
2058511	US	29		33690	1097269590
2058805	BG	26	m	81280	1097313624
2059080	BE	25	m	97275	1097339345
2059245	UK	-1	m	28811	1097352456
2059685	DE	25	m	120418	1097412180
2059839	PL	30	m	134046	1097423194
2059883	NL	37	m	74487	1097426783
2060026	FI	-1	m	14384	1097437970
2060645	US	27	f	28039	1097507852
2060650	US	33	m	37101	1097508165
2061005	IL	31	m	33039	1097530222
2061069	IL	23	m	21495	1097533844
2061348	SI	29	m	68525	1097589313
2061388	UK	24	m	78897	1097591683
2061589	SE	28	m	1415	1097606938
2062026	ES	35	n	43090	1097659099
2062264	DE	26	m	177125	1097683295
2062696	US	-1	f	24941	1097714012
2063610	DK	34	m	10459	1097832114
2064055	UK	37	m	116212	1097870263
2064762	NO	23	m	68169	1097964456
2065460	US	23	m	22927	1098060260
2065629	US	39	m	1915	1098074434
2065883	FI	29	m	80517	1098109196
2066535	US	27	m	55064	1098156963
2066761	UK	-1	m	39001	1098185399
2067004	US	33	m	102955	1098205186
2067285	ES	40	m	12609	1098224327
2068774	US	39	m	137425	1098377537
2068995	FI	30	m	123230	1098390090
2069403	DE	37	m	68908	1098436588
2069426	NL	40	m	797	1098439775
2069487	SE	30	m	161166	1098445466
2070648	SE	23	f	61013	1098548934
2071701	DE	24	m	53386	1098641031
2072646	US	36	m	54252	1098719920
2072651	US	40	m	1408	1098720336
2072669	DE	36	m	17925	1098721331
2073140	US	40	m	50183	1098750454
2073404	CA	25	f	75176	1098772203
2073564	UK	23	f	175142	1098790806
2073565	FI	26	m	150893	1098790872
2073713	UK	24	m	23391	1098801456
2074047	US	34	m	33026	1098822008
2074151	PL	30	m	105775	1098826315
2074415	US	30	m	84341	1098843198
2075079	BE	27	m	31352	1098901374
2075174	DE	22	f	82703	1098906119
2075769	SE	-1	n	52482	1098959559
2076073	UK	27	m	119665	1098981630
2076242	BR	35	m	55743	1098990761
2076468	CA	-1		65234	1099001977
2076729	US	-1		38377	1099017214
2077240	NL	34	m	60104	1099066811
2077741	US	27	m	30843	1099098818
2077772	US	24	m	1366	1099101506
2078417	SE	34	m	39259	1099181188
2078773	UK	-1	f	16656	1099226569
2079253	RU	33	m	44152	1099260648
2080218	UK	35	m	42615	1099354065
2081116	US	32	m	112081	1099433027
2084858	JP	-1	f	107312	1099756357
2085748	US	21	m	222275	1099811996
2086068	FI	30	m	161146	1099843212
2087038	PT	-1	n	31722	1099903935
2087288	UK	-1	m	73334	1099929486
2087614	NO	27	m	108720	1099946633
2087782	UK	-1	m	90638	1099954069
2089254	US	32	m	2657	1100049143
2089801	UK	28	m	109289	1100101692
2089833	UK	38	m	54409	1100103085
2089901	US	-1		19548	1100108433
2090112	US	-1	n	69876	1100118889
2090851	AU	27	n	77315	1100174163
2091317	CA	35		62147	1100203934
2092396	PL	28	m	57956	1100264822
2093544	CA	-1	m	26497	1100318900
2093901	SE	29	m	42041	1100354875
2094753	CA	-1	f	126568	1100404616
2095195	FI	37	m	129044	1100515813
2095275	SE	-1	m	20513	1100522835
2095434	SE	35	m	9057	1100533856
2095747	US	44	m	83798	1100549015
2095754	UK	33	m	36195	1100549352
2095865	UK	-1	n	2173	1100553244
2096037	FI	28	m	99270	1100560029
2096336	US	-1	f	122062	1100574125
2096353	UK	-1	m	14559	1100574761
2096360	US	32	m	100941	1100575137
2096409	US	23	m	91031	1100578081
2097382	US	28	m	119098	1100642631
2097525	US	-1	n	86860	1100649719
2098258	NO	23	m	84253	1100706425
2098659	NO	31	m	21018	1100726229
2099837	NL	24	f	5663	1100803781
2100546	US	-1		706968	1100836841
2101299	UK	43	m	26488	1100893247
2101400	UK	24	m	16337	1100898176
2101973	US	23	m	86594	1100921555
2102520	DK	23	m	30556	1100966377
2102912	AU	43	m	1183	1100984748
2103133	UK	22		7862	1100994008
2103423	US	26	m	55799	1101003902
2103523	US	24	m	32183	1101009005
2103555	UK	28	m	134370	1101010722
2105451	NL	35	m	60850	1101114604
2105498	UK	41	m	1843	1101118480
2106163	UK	28	m	61301	1101147986
2106482	DE	25	m	35109	1101157007
2106499	US	32	m	64225	1101157470
2107285	US	-1		23762	1101182377
2107972	BG	28	m	29293	1101225258
2108043	FR	38	m	18342	1101228093
2108418	UK	20	m	108577	1101240522
2109093	US	32	m	62264	1101261890
2109098	CA	29	m	55735	1101262470
2109450	US	22	n	187925	1101280932
2109687	RU	27	m	164437	1101297512
2110826	NO	27	f	69417	1101339165
2110860	DE	-1	m	732766	1101340069
2110904	US	26		49645	1101341798
2112074	US	35	m	9690	1101403240
2112867	UK	27	f	39411	1101430864
2113635	FI	26	m	54453	1101478787
2114103	CA	31	m	18589	1101496979
2114683	US	24	m	131532	1101519245
2115209	ES	33	m	71826	1101549956
2115322	US	27	m	50312	1101556656
2115454	IE	25	n	126008	1101564194
2115525	FI	23		41669	1101567675
2115890	UK	-1	m	12747	1101583294
2117366	LU	32	m	1490	1101655274
2117758	UK	-1	f	92554	1101668807
2121407	BR	30	m	165426	1101831986
2121662	US	32	m	159902	1101839912
2121703	DE	25	m	85893	1101841441
2121794	SE	32	m	222602	1101853028
2126581	FI	25	m	114039	1102070770
2127137	NO	25	m	26361	1102094009
2127306	US	32	m	17728	1102100478
2127325	FI	-1	n	44674	1102100931
2128851	UK	-1	m	30161	1102176211
2128910	SE	33	m	87307	1102178342
2129380	FI	24	m	35733	1102193880
2130154	US	28	f	35920	1102221040
2131600	BE	30	m	49032	1102286869
2132272	US	35	m	32950	1102308179
2132564	US	27	m	356577	1102326063
2132782	PL	30	m	131747	1102338626
2132898	US	20	f	49104	1102342953
2133352	FI	23	m	5548	1102358333
2133523	SE	-1	m	19762	1102363297
2133692	US	34	m	39390	1102368344
2133901	BG	35	m	96824	1102378157
2133993	BR	-1	m	104012	1102380763
2134164	US	32	m	88656	1102385325
2134650	US	28	m	109766	1102404934
2134751	FI	35	m	2201	1102411423
2135847	SE	28	m	101803	1102450847
2135899	PL	-1	m	179206	1102452250
2136064	CA	41	f	3051	1102456069
2137467	UK	26	m	149242	1102516345
2137474	SE	-1	m	36545	1102516647
2137578	US	47	m	56858	1102519864
2137663	BR	32	m	64106	1102522821
2137726	UK	30	m	136264	1102524975
2138141	DE	29	f	54963	1102539091
2139869	DE	22	f	176385	1102607213
2140155	US	34	m	230848	1102616951
2140839	US	25	m	106321	1102633441
2141534	UA	31	m	45131	1102656665
2141894	DE	29	m	4455	1102679100
2142241	FI	31	n	156286	1102693135
2142685	FI	23	f	17530	1102705357
2143627	AU	29	m	69497	1102735160
2144256	RU	28	m	71389	1102772365
2144311	PT	32	m	33140	1102774355
2144503	DE	33	m	32987	1102782463
2146029	FI	27	m	26149	1102839727
2146750	FI	26	f	117922	1102874988
2146973	SI	26	m	46013	1102883249
2147099	AU	-1	n	63312	1102888529
2147358	US	29	m	106866	1102899943
2147380	UK	40	m	1137	1102901149
2147576	US	25	m	93747	1102910630
2147594	US	23	m	80431	1102911400
2147913	NL	42	n	74133	1102938842
2148480	UK	25	m	161517	1102972436
2148640	SE	27	m	46368	1102976751
2149092	US	23	m	22126	1102994953
2149496	IT	29	m	54804	1103021162
2149642	AR	39	m	15667	1103029940
2149968	NO	25	m	91801	1103043396
2150262	PL	23	m	15014	1103051520
2150720	NL	36	m	2929	1103064962
2151595	US	26		71113	1103105556
2152071	US	35	f	112293	1103128812
2152745	FI	25	m	98249	1103148840
2154314	PL	29	m	102576	1103220492
2154535	US	25	m	127699	1103226699
2155713	SE	30	m	31529	1103270427
2156958	SE	26	n	175760	1103321894
2157046	NL	-1	n	31984	1103324277
2157437	NO	26	m	122302	1103339308
2157945	JP	29	n	55308	1103375221
2158309	FI	27	m	86369	1103391952
2158373	UM	23	n	98239	1103393940
2160615	DE	-1	m	22432	1103490769
2161358	US	28	m	55654	1103517117
2161790	UK	26	f	180186	1103544245
2161926	AU	-1	m	124449	1103550736
2162156	SE	37	m	66217	1103558973
2162162	BE	26	m	75082	1103559188
2162228	IE	23	m	29349	1103561583
2163515	AU	24	f	31656	1103601892
2163554	US	25	m	72436	1103603060
2163589	US	-1	m	85881	1103605499
2164032	US	27	f	117682	1103633530
2164604	US	23	f	52934	1103654707
2164672	US	24	m	52753	1103657373
2164753	US	24	m	2095	1103659372
2165151	US	41	f	65797	1103671198
2165224	US	44	m	1820	1103673829
2166125	AU	26	m	145428	1103715008
2166271	TW	-1	m	99160	1103722565
2166301	AU	25	m	1928	1103723894
2166373	UK	23	m	37417	1103726968
2167262	US	24	m	90769	1103753815
2168304	FR	39	m	358023	1103801885
2168442	RU	37	m	90581	1103809145
2168899	BE	21	m	26117	1103826760
2170180	MG	30	m	17181	1103883775
2170339	NO	24	m	60772	1103895940
2170363	FI	-1	m	20383	1103897522
2170631	US	23	m	20011	1103910641
2170706	US	37		21960	1103913594
2170990	US	23	m	27580	1103929821
2171182	UK	33	m	60464	1103940077
2172024	SE	41	m	9596	1104004185
2172119	US	31		18214	1104008595
2172255	UK	27	m	34991	1104015020
2173190	ES	-1	m	21259	1104081823
2173294	NL	34	m	83635	1104087066
2173788	FI	23	n	22560	1104109081
2174379	US	33	m	27344	1104147718
2174433	SE	27	f	21277	1104151842
2175045	DE	24	m	173288	1104179620
2175742	US	32	m	20215	1104209695
2176087	FI	-1	m	18501	1104235771
2176243	US	45	m	1261	1104246228
2176276	DE	23	m	133265	1104247519
2176550	SE	25	f	10196	1104259020
2176839	US	-1	m	67233	1104269909
2177008	DE	27	m	66847	1104276117
2177213	US	-1	n	49683	1104284462
2178095	FR	35	m	30229	1104337999
2178696	SJ	23	m	40446	1104358225
2178944	JP	23	f	55818	1104369091
2179977	DK	26	m	62198	1104427621
2180051	CX	26	f	138354	1104430147
2180612	SE	27	m	15115	1104448605
2181373	NL	25	m	21371	1104490242
2181602	DE	34	m	28476	1104505465
2181855	UK	27	m	46482	1104517943
2182934	LU	33	m	6296	1104591987
2183143	FI	26	m	43464	1104603415
2183207	UK	23	m	63198	1104605881
2183546	US	28	m	39905	1104619817
2185048	FI	30	m	66268	1104697617
2185180	US	31	m	49144	1104702099
2185363	NL	24	m	33686	1104708233
2185493	UK	40	m	71424	1104711748
2185669	UK	30	m	11498	1104716538
2186012	MX	26	m	92707	1104728252
2186088	AU	-1	n	151547	1104731518
2186129	US	-1	m	34902	1104733782
2186411	IL	25	m	34948	1104750596
2186556	UK	26	m	47408	1104757173
2186803	PL	29	m	128527	1104767614
2187163	DE	52	m	15742	1104779257
2187673	SE	25	f	89698	1104792355
2188192	UK	27	m	53092	1104807116
2189202	TR	28	m	22045	1104856864
2189740	IT	-1	n	46008	1104870012
2190403	ES	33		36431	1104887200
2190588	JP	47	f	36249	1104892748
2190662	US	42	m	67927	1104894738
2191052	NO	35		29425	1104913998
2191564	US	33	m	11237	1104937682
2192342	CZ	34	f	24991	1104960022
2192894	IS	40	m	54274	1104973967
2193161	UK	-1	m	47384	1104982759
2194140	RU	-1	m	141685	1105029954
2194634	UK	25	m	113983	1105043503
2195865	BR	27	m	54142	1105078008
2196169	DE	31	m	20790	1105098843
2196353	BR	-1	f	2091	1105107397
2197109	BR	29	m	82037	1105128546
2197173	NO	38	m	13468	1105130325
2197281	PL	26	m	82514	1105133014
2197593	AZ	-1	n	151374	1105141074
2198295	US	23	m	110117	1105168272
2198590	FI	24	n	77144	1105187434
2198623	NO	-1	m	59900	1105189073
2198965	SE	23	m	85081	1105200420
2199141	FI	31	m	77162	1105204931
2200102	UK	27	m	23207	1105230724
2200746	RU	34	m	171860	1105254750
2201055	NL	31	m	45324	1105274552
2201272	DE	28	m	16129	1105284085
2201371	FI	28	m	231521	1105287485
2201447	FI	29	m	250318	1105289944
2201852	US	-1		1891	1105301235
2202719	US	22	m	20931	1105327091
2203243	JP	30	m	22518	1105353689
2203254	UK	40	m	34612	1105354718
2204432	US	23	n	70933	1105392284
2204896	US	29	m	31872	1105405307
2205473	US	28	m	36924	1105428596
2205494	US	26	f	37771	1105429934
2205549	US	-1		46600	1105434463
2205554	BR	-1	f	60205	1105434842
2205812	DK	23	m	99727	1105448355
2205902	SE	23	m	9320	1105452218
2206249	IE	-1	n	154561	1105463333
2207111	NL	-1	m	3558	1105484002
2207460	NO	31	m	323814	1105491748
2207841	US	31	m	123812	1105501943
2207868	US	25	m	198935	1105502575
2208262	ES	35	m	212906	1105521466
2208392	PL	29	m	1992	1105529042
2209290	IT	-1	m	97939	1105557790
2209625	DE	28	m	71691	1105565553
2211116	US	31	m	31762	1105618450
2211171	CZ	32	m	22641	1105620833
2211217	UK	38	m	5897	1105622102
2211359	TH	22	f	50723	1105627626
2211792	US	29	m	82656	1105639816
2211902	FR	-1	m	31800	1105642526
2212175	NO	27	m	17667	1105649205
2214078	DE	-1	m	19628	1105713841
2214888	FI	28	m	127804	1105735539
2215275	US	29	m	179	1105744729
2217040	PL	30	m	12171	1105828464
2217592	UK	30	m	37294	1105843488
2218532	NL	32	f	85213	1105885514
2218972	UK	25	m	149154	1105900904
2218995	SE	26	m	178889	1105901484
2219753	US	28	m	125414	1105931746
2220284	NO	25	m	57254	1105953811
2220471	US	32	m	15643	1105963674
2221168	NO	22	m	208454	1105985097
2221511	CL	-1	m	167260	1105993576
2222117	DE	25	m	35766	1106008453
2222273	US	37	n	38533	1106012653
2222413	US	27	m	38960	1106016873
2222679	US	33	m	124797	1106026297
2222773	US	30	f	39094	1106030717
2222973	US	30	m	26352	1106041320
2223050	ES	39	m	1720	1106044674
2223247	ES	-1	m	47062	1106053664
2223515	BR	22	f	4859	1106062271
2223693	CZ	30	m	32534	1106067943
2226960	UK	35	m	11914	1106173345
2227465	UK	25	m	61569	1106186800
2227566	CZ	29	m	72903	1106189952
2227984	FI	-1	n	1564	1106210297
2228143	NL	26	m	45229	1106220277
2228285	CA	25	m	7132	1106226694
2228416	UK	39	m	1600	1106231005
2228605	BG	25	m	60733	1106236538
2228616	CA	30	f	471456	1106236860
2229184	UK	-1	m	47928	1106251459
2229463	AU	-1	m	24366	1106258242
2230322	UK	25	m	126125	1106282147
2230712	UK	31	m	100974	1106307250
2230989	DE	23	f	35571	1106318912
2231137	SE	23	m	89169	1106323478
2231202	CA	-1	m	278838	1106325516
2231276	UK	30	m	1345	1106327479
2231715	CH	22	m	70586	1106338778
2233978	DE	25	m	116490	1106421723
2234861	US	26	n	1966	1106446650
2235610	DE	40	m	17797	1106479960
2236428	PL	26	m	143732	1106506943
2236709	UK	25	m	47425	1106513395
2236765	UK	22	n	41186	1106514857
2237732	US	43	m	216685	1106542954
2238258	US	29	m	87504	1106570887
2238969	US	-1	m	41588	1106593594
2239988	CZ	27	m	111118	1106614020
2240207	US	32	m	59087	1106619181
2240538	US	40	m	6416	1106628997
2240548	US	26	m	27629	1106629337
2241192	DE	30	m	50949	1106659514
2241250	SE	37		35205	1106661060
2242663	US	32	f	46755	1106699881
2243763	RU	27	m	67527	1106743390
2243770	LB	32	m	23813	1106743668
2243874	FI	-1	m	91768	1106747607
2244113	FI	26	m	22635	1106754857
2244137	PL	-1	m	26118	1106755265
2244480	UK	30	m	27249	1106763434
2244707	UK	46	m	48097	1106768592
2244879	AT	26	f	50893	1106772233
2244964	DE	30	f	27392	1106774991
